#item	conf(y) (out of 1000 total sols)
YBL026W	1.000000	945	55
YGL123W	0.953537	903	53
YMR165C	1.000000	957	43
YPL031C	1.000000	959	41
YNL293W	0.948798	908	43
YDL147W	0.998947	949	50
YGR200C	0.996849	949	48
YCR105W	0.062312	62	5
YDR475C	0.958904	910	51
YDR170C	0.996845	948	49
HOG1ID46	1.000000	1000	0
YGL092W	0.965696	929	38
HOG1ID42	1.000000	1000	0
CDC14ID19	1.000000	1000	0
HOG1ID48	1.000000	1000	0
HOG1ID49	1.000000	1000	0
YBR010W	1.000000	952	48
HOG1RA51	0.913000	913	0
YKL014C	1.000000	957	43
YDR451C	0.996825	942	55
YLR340W	1.000000	948	52
NPR12	0.961000	961	0
NPR11	0.906000	906	0
NPR16	0.946000	946	0
YNL079C	0.958333	897	64
NPR8	0.906000	906	0
YDL155W	1.000000	971	29
YER165W	1.000000	947	53
YOR326W	1.000000	953	47
YIR026C	1.000000	953	47
YJR072C	0.957850	909	51
CDC14ID22	0.949000	949	0
CDC14ID21	1.000000	1000	0
YLR206W	0.957113	915	44
CDC14ID26	0.955000	955	0
CDC14ID25	0.955000	955	0
YBR059C	0.624360	610	23
YMR115W	0.997912	956	42
YIR010W	1.000000	942	58
YPL126W	0.961378	921	42
YOR340C	0.998951	952	47
YJR059W	1.000000	942	58
YNL110C	0.114804	114	7
YER148W	1.000000	955	45
CDC14RD41	0.916000	916	0
YER155C	1.000000	951	49
YNL020C	0.850211	806	52
YDR280W	0.954832	909	48
YNL025C	0.952632	905	50
YER133W	1.000000	959	41
YIL105C	0.997910	955	43
YOR144C	0.729927	700	41
YGL190C	0.603306	584	32
PDE2ID63	0.916000	916	0
YPR141C	0.084677	84	8
CDC14RA40	1.000000	1000	0
YOL113W	0.972832	931	43
YHR161C	0.679342	661	27
YAR019C	1.000000	953	47
YLR018C	0.955696	906	52
PDE2RA67	0.996000	996	0
PDE2RA68	1.000000	1000	0
PDE2RA69	0.904000	904	0
YKL211C	0.007000	7	0
YKL168C	1.000000	965	35
YMR190C	0.953927	911	45
YHR154W	0.133938	133	7
YLL024C	1.000000	950	50
YHL007C	0.959162	916	45
CDC14RD35	1.000000	1000	0
YGL240W	0.947699	906	44
CDC14RD36	1.000000	1000	0
CDC14RD31	1.000000	1000	0
CDC14RD30	1.000000	1000	0
CDC14RD32	0.957000	957	0
NPI1	1.000000	1000	0
NPI3	0.922000	922	0
YOR151C	0.956567	925	33
NPI5	0.995000	995	0
YIL004C	0.953027	913	42
YOL012C	1.000000	943	57
YPL236C	0.963351	920	45
HOG1ID47	1.000000	1000	0
YDL160C	0.836968	806	37
YGR047C	0.958203	917	43
YHL025W	0.997904	952	46
