#nodeID	final
YOR360C	0.5100008537352655
YLR209C	0.04891800193553408
YNL141W	0.04510019626838996
YIL006W	0.04298908723635856
YJL005W	0.037931623630166354
YPL203W	0.037207281979021276
YKL166C	0.03689226370305658
YJL164C	0.03657899785302405
YDR454C	0.007349741632293051
YOR155C	0.005647431370211225
YDR399W	0.005641737082636129
YBR280C	0.0037864155440857335
YJR133W	0.0025540418117940083
YML056C	0.002350223815129522
YLR432W	0.0023417007608152584
YHR216W	0.002202951781003727
YOR074C	0.002134592930680196
YJR057W	0.002086863743345719
YLR245C	0.0020172312087241256
YLR310C	0.0018715590797322083
YNL098C	0.001791714088539606
YHR005C	0.0017426080334984608
Repressed_R.R..s......_No_Phenotype_Exists	0.0016005662980952083
YDR247W	0.0015967223686734475
YER020W	0.001550908527789187
YMR186W	0.0015186021374830113
YMR116C	0.0014698646560163304
YPL204W	0.0014463488689618023
YBR140C	0.0014381991095665076
YOR057W	0.0014244744367486037
YJR086W	0.001416292870022806
YNL138W	0.0013842971358104298
YGL248W	0.0013581021418776111
YKL067W	0.0012695325708069925
YGR209C	0.0010187656004312234
YMR217W	0.0006915872188194815
YAL056W	0.0006772930202043151
Repressed_..RR.s......_No_Phenotype_Exists	0.0006669378303242314
YDR328C	0.0006620762912453649
YLL036C	0.0006337265010877549
YDL132W	0.0006320856392737899
YOL016C	0.0006066717868985001
YGL180W	0.0005829494047024813
YJL141C	0.0005666636002635273
YJR001W	0.0005564829099077531
YDL140C	0.0005506170231802393
YOL133W	0.0005447989242188474
YIL033C	0.0005413196361319019
YGL224C	0.0005334480293081646
YFR017C	0.0005156646265638893
YDR172W	0.0005088904618327456
YPL240C	0.0005010576218182668
YBR059C	0.0005010275442087558
YOR028C	0.0004946310690159891
YFR014C	0.0004939257457221154
Induced_..S..s......_No_Phenotype_Exists	0.0004934221660877177
YKL038W	0.00048133998757435883
YKL093W	0.0004803693570247449
YPR185W	0.0004793548864536634
YKL064W	0.0004754668272756559
YER054C	0.00047336024251315266
YMR184W	0.0004722627062838164
YKL117W	0.000466201020244176
YMR081C	0.0004619924075222384
YNL178W	0.0004578559497839103
YHR082C	0.00045382850556059673
YMR120C	0.0004321128603293675
YNL263C	0.00042676679410156275
YDR381W	0.0004249383473590581
YIL021W	0.0004242727852903972
YOR151C	0.00039686280289851357
YLR166C	0.0003854094129191362
Repressed_..RK.s......_No_Phenotype_Exists	0.00038330208046069146
YLL039C	0.0003817940337882002
YOL005C	0.0003744109145287279
YJL140W	0.00037341634056733654
YER133W	0.00037291626648046225
YGR262C	0.0003619330322368641
YDR404C	0.0003618805631091264
YIL107C	0.00034971343884466577
YML010W	0.00034727722387229625
YOR210W	0.0003365828954706916
Repressed_.....sP....._No_Phenotype_Exists	0.0003305136150245496
YLR410W	0.00032717203575674276
YMR037C	0.00032578239228761455
YGL197W	0.00032051553041467627
YDR001C	0.0003190867972239313
YBR154C	0.00031118484900973886
YMR140W	0.000308926104107807
YOR224C	0.00030823171954559456
YDR169C	0.00030345675065947237
YER139C	0.00030341433136617084
YGR186W	0.00030252605934963714
YHL024W	0.0003009972864898893
YPR160W	0.00030092070391879336
YAL038W	0.00029948822793732574
Repressed_..R..s......_pde2_Repressed_Amplified	0.0002988001066729159
YPR184W	0.000298688157935749
YKL062W	0.0002982236741749674
YGL184C	0.00029571372820901486
YKL194C	0.00029564572206143374
YBR109C	0.0002938889806559998
YGL116W	0.0002917332800394703
YGR249W	0.0002915051049508273
YPR187W	0.0002902576081113206
YJR014W	0.0002890283065089239
YGL070C	0.0002881615898124233
YPL077C	0.00028622387402202267
Repressed_..R..s......_No_Phenotype_Exists	0.0002861770429068954
YNL124W	0.0002855807987346114
YKL079W	0.0002852608270039447
YOR113W	0.0002839072234241224
YFL039C	0.00028341207488903153
Repressed_.....sP....._hog1_Repressed_Defective	0.0002806798275593296
YJL146W	0.00028030675891458745
Repressed_..RK.s......_cdc14_Repressed_Defective	0.0002797817527107268
YGR005C	0.00027943198733632074
YKL121W	0.0002793251192858787
YER165W	0.0002774704474125831
YLR003C	0.0002771142869194292
YDR158W	0.00027591208402400174
YML118W	0.0002736447205575997
YOR347C	0.00027349353572115654
YER125W	0.0002719405297456296
YHR143WA	0.0002705850215114129
YJR072C	0.0002699711461375236
YKL171W	0.0002686383460916587
YPL146C	0.0002684183773994918
YNL227C	0.00026768266427010874
YPL129W	0.00026749913793967133
YFR028C	0.0002663911893829341
YDR379W	0.00026448947163030986
YJL070C	0.00026410427348186615
YPL232W	0.0002638687763103529
Repressed_.....tP....._No_Phenotype_Exists	0.0002627620445558933
YHR182W	0.00025803760214612747
YOR212W	0.000258033468073974
Repressed_...R.s......_No_Phenotype_Exists	0.0002554189209050565
YOR134W	0.0002553443872147795
YDR425W	0.00025492950600490056
YIL038C	0.00025490018326378876
YOR334W	0.0002548211455154509
YER132C	0.0002545029404761911
YOL147C	0.00025404765593519107
YNL245C	0.00025353958564351865
YPL056C	0.0002503262983120548
YPR133C	0.00024909787593858793
YDL065C	0.00024871893514339484
Induced_..K..s......_No_Phenotype_Exists	0.0002485996301633636
YPR072W	0.00024801020248968166
YGR200C	0.0002460330457109671
YER177W	0.00024348318028795285
YGR116W	0.00024336463982537653
YOR140W	0.00024146157507118156
YLR113W	0.00023941477275105604
YJL036W	0.00023936682735889553
YLR231C	0.00023883585708392357
YLR043C	0.0002374332849067951
YHR158C	0.0002358316376349225
YDL165W	0.0002355503592264544
YDR443C	0.00023518462327046135
YBR207W	0.00023352507222123634
YOR163W	0.0002324550219723448
YDR382W	0.0002322765349982659
YNL307C	0.00023210938910950624
YER109C	0.00023128618238784358
YBR225W	0.0002268894400992528
YKR097W	0.00022585129160580526
YOR250C	0.00022496012951353161
YAR019C	0.00022442932226567736
YBR031W	0.00022283575073239073
YPL247C	0.00022041400535707318
YDR023W	0.00022014547493362402
YIL016W	0.0002196058978459579
YOR371C	0.00021850571622133408
YNL117W	0.000217005625903523
YDL238C	0.0002147625538707737
YJL076W	0.00021455196515299377
YDL042C	0.00021324682885631455
YNR006W	0.00021280772339541117
YKL023W	0.00021185500943778974
YIL002C	0.00021121243289506263
YHR157W	0.00021102987082185945
YPR165W	0.0002107597033228085
YAR018C	0.0002084310961182351
YKL139W	0.00020721542190331587
YHL020C	0.00020629707721215996
YPL166W	0.0002062640653800172
YDL081C	0.00020612319552916307
YOL121C	0.0002052660150523271
YKL114C	0.00020513685844223534
YOL081W	0.00020443719662827925
YPL138C	0.00020419796304772846
YML013W	0.00020356274747544202
YGR285C	0.0002028475803661294
YOR236W	0.00020231288638001494
YAR014C	0.00020225558693429604
YMR223W	0.0002016093521319829
YNL280C	0.00020147591766068646
YOR266W	0.00020087883338118338
YKR072C	0.00020036795353774826
YBR142W	0.00020026717759545252
YHR185C	0.000199768719163392
YOR187W	0.00019927797367690428
YDL179W	0.00019923255036329935
YGL075C	0.00019907828919753947
YLR440C	0.00019881215785903144
YEL065W	0.0001982851116282623
YJL155C	0.00019791546249970236
Induced_..K..s......_cdc14_Induced_Defective	0.00019736999183954794
YDR285W	0.00019649949660171726
YLR044C	0.0001937156739549395
YHR028C	0.00019275915600275675
YLR443W	0.00019260060710590712
YIL172C	0.00019259919893554466
YAL005C	0.00019224587222368077
YER168C	0.000191901648527792
YDR510W	0.00019119415590846962
YBR298CA	0.00019109461718985014
YDR477W	0.0001903721139659293
YBR112C	0.00019032557732290422
YHR168W	0.0001902017537278546
YDR068W	0.00019016347278080458
YOR002W	0.00019016347278080458
YOR068C	0.00019015153175554113
YOL052C	0.00019015153175554113
YDR237W	0.00019015153175554113
YKL157W	0.00019015153175554113
YLL016W	0.00018839146887697709
YMR113W	0.00018811546738059425
YBL016W	0.00018551039424411267
YGL244W	0.0001833195461753864
YER012W	0.00018299472840860849
YEL048C	0.0001818422269820306
YLR058C	0.00017972675902004103
YMR270C	0.00017500537612300334
YNL027W	0.0001743529121040066
YKL146W	0.00017307669027733137
YBR010W	0.00017131946182322662
YJL157C	0.00016950004929469108
YHL034C	0.00016882252587337211
YLR096W	0.00016657030958717472
YDR264C	0.0001657622841462107
YNR012W	0.0001632895644020819
YAL024C	0.00016035546286574323
YPL153C	0.00015972324419980078
YJL057C	0.0001592169729651784
YNL025C	0.0001549676220494658
YNL255C	0.00015210300170562084
YDR293C	0.00015132858653745082
YCR028CA	0.00015072899325102728
YPL076W	0.00014956349536218526
YKR048C	0.00014855232885613415
YIL084C	0.00014803031067901504
YNL101W	0.0001474256285135816
YDR523C	0.00014622660673014177
YGL121C	0.0001436525157807926
YDR410C	0.00013975141361531005
YHR030C	0.00013897177297337017
YGR040W	0.00013727144102884415
YJL084C	0.0001371494575220341
YCR088W	0.00013692117359230844
YJL080C	0.00013507551787760098
YLR423C	0.00013249598758050462
YGL120C	0.00013174523157097917
YFL009W	0.00013143814033600142
YGR080W	0.00013031076424262715
YLL017W	0.00012990524344993107
YLL024C	0.00012978728138019843
YPL060W	0.00012933328707475237
YDR432W	0.00012907085601742113
YGR218W	0.000128815241721574
YOL004W	0.00012802203851764138
YDL025C	0.00012787611523089725
YGL207W	0.00012600383022653858
YOR198C	0.00012518323828059402
YKL168C	0.00012502707889269437
YOL018C	0.00012432841556371508
YJL092W	0.00012399597672240443
YMR203W	0.00012382168103365973
YKL009W	0.0001234398513113662
YOR122C	0.00012289397107318037
YLR022C	0.00012264786697595723
YGR128C	0.00012250815228826862
YIL035C	0.00012167857150350371
YBR130C	0.0001199641388500189
YKL008C	0.00011992816294301061
YEL013W	0.00011912353346297302
YOR107W	0.00011879419803345206
YGR229C	0.00011872722654337388
YER022W	0.00011764519988148693
YNR039C	0.00011674018726231031
YDR333C	0.00011645194423610777
YDL155W	0.00011563578961340208
YGR239C	0.00011537879751061802
YPR106W	0.00011508145559764978
Induced_.....sP....._No_Phenotype_Exists	0.00011482944940113098
YNL183C	0.00011471085618191721
Induced_..K..s......_hog1_Induced_Defective	0.00011328383817678809
YFL023W	0.00011285703083551214
YPL268W	0.00011271835269164915
YDR507C	0.00011238930935718827
YER172C	0.00011178447349858095
YOL100W	0.00011095148367222808
YBR252W	0.00010953622428476668
YPR019W	0.00010871299202946724
YDR439W	0.00010867815922482029
YMR094W	0.00010853318907168806
YNL207W	0.00010834083481596626
YBR155W	0.00010825612352934246
YOL130W	0.000107891286639441
YCR084C	0.00010774591322457436
YGR062C	0.00010727302630691128
YBR200W	0.00010724583950851397
YLR216C	0.0001072426401572404
YNL136W	0.00010696943124166168
YBR274W	0.00010675092911825815
YDR099W	0.00010668494946250104
YNL031C	0.0001059226281628723
YPR115W	0.00010586378205150377
YLR377C	0.00010565726841905374
YLL043W	0.00010549589620137211
YDR388W	0.00010509062458497688
YGR052W	0.00010464699170712453
YHR200W	0.0001040400542784898
YGL105W	0.00010342439564413213
YKL181W	0.0001029653794975162
YLR345W	0.00010237435829617479
YHR144C	0.00010214911696351936
YML016C	0.00010185331168563179
YER174C	0.00010120480133704681
YNL272C	0.0001008427411368115
YMR290C	0.00010079887487981572
YKR090W	0.00010044692910312383
YNL189W	9.949150386463589e-05
Repressed_..RR.s......_cdc14_Repressed_Defective	9.91873543586085e-05
YJL020C	9.916505370683396e-05
YGR104C	9.900820147579607e-05
YBL085W	9.899846497164353e-05
YNL121C	9.895159057938925e-05
YLR258W	9.845402315065322e-05
YMR153W	9.839474718867624e-05
YLR319C	9.816450718919226e-05
YOR123C	9.788390478597154e-05
YNR031C	9.76272960934123e-05
YDL223C	9.676176260947422e-05
YDR356W	9.655819854205392e-05
YNL007C	9.562222242024188e-05
YDR208W	9.487990182833737e-05
YOR083W	9.459114740532775e-05
YBR118W	9.449668839066532e-05
YGR038W	9.409967086376402e-05
YOR056C	9.40826619429321e-05
YLR350W	9.307733385179044e-05
YGR159C	9.295048762021776e-05
YOR141C	9.194629947450785e-05
YER148W	9.186941096356035e-05
YKL193C	9.170077568540398e-05
YDR207C	9.15461633173948e-05
YHL007C	9.141717681829324e-05
YMR165C	9.128452156382252e-05
YBR080C	9.090234969719322e-05
YML028W	9.07659960990748e-05
YOL051W	9.046684096247842e-05
YNL131W	9.042670767529601e-05
YGL043W	9.03717756842814e-05
YML037C	9.034438082390664e-05
YER122C	9.025915782295027e-05
YNL186W	8.998263364039976e-05
YER088C	8.997785037172692e-05
YLR293C	8.924255358757046e-05
