YFR014C                     1.00        hidden
YHL009C                     1.00        hidden
YIL035C                     1.00        hidden
YKL068W                     1.00        hidden
YML056C                     1.00        hidden
YOR332W                     1.00        hidden

YDL220C                     2.00        hidden
YDR510W                     2.00        hidden
YER172C                     2.00        hidden
YFL039C                     2.00        hidden
YGL048C                     2.00        hidden
YHR119W                     2.00        hidden
YKL009W                     2.00        hidden
YKL195W                     2.00        hidden
YLR116W                     2.00        hidden
YNR023W                     2.00        hidden
YOR210W                     2.00        hidden

YDL042C                     3.00        hidden
YDL153C                     3.00        hidden
YGR005C                     3.00        hidden
YHR154W                     3.00        hidden
YHR158C                     3.00        hidden
YJL041W                     3.00        hidden
YLR438CA                    3.00        hidden
YMR290C                     3.00        hidden
YPL093W                     3.00        hidden

YCL028W                     4.00        hidden
YFL005W                     4.00        hidden
YFL039C                     4.00        hidden
YJR072C                     4.00        hidden
YKL023W                     4.00        hidden
YLR306W                     4.00        hidden

YBL047C                     5.00        hidden
YBR130C                     5.00        hidden
YBR245C                     5.00        hidden
YDL117W                     5.00        hidden
YDR075W                     5.00        hidden
YGL099W                     5.00        hidden
YGR005C                     5.00        hidden
YHR158C                     5.00        hidden
YMR236W                     5.00        hidden
YMR240C                     5.00        hidden

YBL045C                     6.00        hidden
YDL042C                     6.00        hidden
YDL225W                     6.00        hidden
YER112W                     6.00        hidden
YKL109W                     6.00        hidden
YOR046C                     6.00        hidden
YPL153C                     6.00        hidden

YDR099W                     7.00        hidden
YJL115W                     7.00        hidden
YML031W                     7.00        hidden

YDL153C                     8.00        hidden
YDL220C                     8.00        hidden
YGL099W                     8.00        hidden
YGR218W                     8.00        hidden
YMR236W                     8.00        hidden
YNR052C                     8.00        hidden
YPL209C                     8.00        hidden

YBL047C                     9.00        hidden
YBR274W                     9.00        hidden
YDR123C                     9.00        hidden
YIL035C                     9.00        hidden
YIL144W                     9.00        hidden

YAL047C                    10.00        hidden
YDR075W                    10.00        hidden
YER112W                    10.00        hidden
YER125W                    10.00        hidden
YHR154W                    10.00        hidden
YPL146C                    10.00        hidden

YBR059C                    11.00        hidden
YDR328C                    11.00        hidden
YKR039W                    11.00        hidden
YLR026C                    11.00        hidden
YML031W                    11.00        hidden
YMR236W                    11.00        hidden
YNL271C                    11.00        hidden
YNR023W                    11.00        hidden
YPL082C                    11.00        hidden

YCL028W                    12.00        hidden
YCL029C                    12.00        hidden
YHR154W                    12.00        hidden
YIL144W                    12.00        hidden
YJR059W                    12.00        hidden
YLR229C                    12.00        hidden
YLR306W                    12.00        hidden
YMR127C                    12.00        hidden
YMR205C                    12.00        hidden
YMR240C                    12.00        hidden
YOR046C                    12.00        hidden

YBL047C                    13.00        hidden
YGR270W                    13.00        hidden
YIL115C                    13.00        hidden
YKL057C                    13.00        hidden
YLR116W                    13.00        hidden
YML010W                    13.00        hidden
YNL124W                    13.00        hidden
YPL037C                    13.00        hidden
