#item	conf(y) (out of 1000 total sols)
YFL005W	1.000000	959	41
YPR187W	1.000000	948	52
YJL098W	0.998959	960	39
YHR027C	1.000000	958	42
YER125W	1.000000	946	54
YMR205C	0.830898	796	42
YKR014C	0.018000	18	0
YGR200C	0.803534	773	38
YER172C	1.000000	952	48
YAL041W	1.000000	954	46
YMR236W	0.997908	954	44
YGR097W	0.994753	948	47
HOG1ID44	1.000000	1000	0
YNR017W	0.932782	902	33
HOG1ID46	1.000000	1000	0
HOG1ID47	1.000000	1000	0
HOG1ID42	1.000000	1000	0
CDC14ID19	0.954000	954	0
YPL037C	0.998940	942	57
HOG1ID48	1.000000	1000	0
HOG1ID49	0.988000	988	0
YOR332W	0.956296	919	39
YNL267W	0.984060	926	59
HOG1RA51	0.993000	993	0
NPR12	0.942000	942	0
YDR099W	1.000000	950	50
YLR113W	1.000000	1000	0
NPR17	0.898000	898	0
YLR229C	0.996842	947	50
YOR257W	0.995820	953	43
YLR006C	0.446592	439	17
YMR129W	0.995785	945	51
NPR7	0.997000	997	0
YKL068W	0.996855	951	46
YIL155C	1.000000	959	41
YER165W	0.993644	938	56
YJL148W	0.017017	17	1
YHR154W	1.000000	942	58
YOL100W	1.000000	947	53
YJR072C	0.461145	451	22
CDC14RD37	0.999000	999	0
YKR039W	0.955208	917	40
CDC14ID22	0.954000	954	0
CDC14ID21	1.000000	1000	0
CDC14ID26	0.952000	952	0
YBL047C	1.000000	952	48
YOR210W	0.956429	900	59
YBL007C	0.954071	914	42
YOL004W	0.001000	1	0
YPL235W	0.984359	944	41
YML037C	0.042084	42	2
YPL178W	1.000000	955	45
YDL117W	0.997881	942	56
YAL032C	0.815844	793	28
CDC14RD41	0.995000	995	0
YLR362W	0.961297	919	44
YNL321W	0.044044	44	1
YDL159W	0.957023	913	46
NPI1	1.000000	1000	0
YLR410W	0.952381	920	34
YAL047C	0.313646	308	18
YLR025W	1.000000	951	49
YOR204W	0.838036	802	43
CDC14RA40	1.000000	1000	0
YER112W	1.000000	947	53
CDC14ID25	0.952000	952	0
YGL099W	1.000000	952	48
YBR274W	0.994737	945	50
YML091C	0.993691	945	49
YNL255C	1.000000	943	57
YGR005C	1.000000	951	49
CDC14RD39	0.999000	999	0
YJL115W	0.957939	911	49
CDC14RD35	1.000000	1000	0
YDR087C	1.000000	957	43
CDC14RD36	1.000000	1000	0
CDC14RD31	1.000000	1000	0
CDC14RD30	1.000000	1000	0
YBL041W	0.973461	917	58
YML056C	0.656410	640	25
NPI3	0.996000	996	0
NPI5	0.909000	909	0
NPI4	0.900000	900	0
YHL025W	0.009009	9	1
YMR153W	0.956842	909	50
YDL160C	0.776398	750	34
YJL041W	0.954023	913	43
YGR180C	1.000000	958	42
YHL009C	0.998945	947	52
YER153C	1.000000	951	49
YBR135W	0.959375	921	40
YHR205W	0.011011	11	1
YBR059C	0.998954	955	44
YPL256C	0.953027	913	42
YNL271C	1.000000	943	57
YGL048C	1.000000	950	50
YDL225W	0.947368	900	50
YOL135C	0.782834	757	33
YOR046C	1.000000	954	46
YGR270W	0.787721	757	39
YMR240C	0.956751	907	52
YKL009W	1.000000	971	29
YER006W	0.952280	898	57
YPR080W	1.000000	965	35
YBR245C	0.998946	948	51
YIL144W	0.986272	934	53
YFL039C	0.951731	907	47
YLR438CA	1.000000	953	47
YGR094W	0.209091	207	10
YOR267C	1.000000	961	39
YPL093W	1.000000	959	41
YOR206W	0.046138	46	3
YHR104W	0.964361	920	46
YFR052W	0.954023	913	43
YDR075W	0.956296	919	39
YLR306W	0.995789	946	50
YLR248W	0.522051	509	25
YDL153C	0.952083	914	40
YKL109W	0.339034	337	6
YDR227W	0.951983	912	42
YJL019W	0.954255	897	60
YDL078C	0.951042	913	40
YCL029C	0.965373	920	47
HOG1RD50	0.945000	945	0
YDL042C	0.959077	914	47
HOG1RD56	0.995000	995	0
HOG1RD57	0.995000	995	0
HOG1RD55	0.994000	994	0
YKL057C	0.988494	945	44
YDR466W	0.997914	957	41
YML010W	1.000000	949	51
YFR028C	1.000000	1000	0
YNR052C	0.952133	915	39
YGR159C	0.950370	900	53
YER161C	0.955068	914	43
YGR030C	0.026026	26	1
YFR004W	1.000000	938	62
YDR388W	0.695876	675	30
YFL009W	0.952978	912	43
YNR023W	0.951731	907	47
YPL082C	1.000000	945	55
YGL120C	0.949527	903	49
YPL209C	0.954357	920	36
YLR347C	0.050100	50	2
YML031W	0.941667	904	40
YJR089W	0.051102	51	2
YDR510W	0.987500	948	40
YLR314C	0.954214	917	39
YHR099W	1.000000	952	48
YLR357W	0.949474	902	50
YPL248C	1.000000	962	38
YCL028W	0.953927	911	45
YML064C	0.940252	897	46
YBR130C	1.000000	954	46
YGL158W	0.846154	814	38
YIL115C	0.962304	919	45
YJL052W	1.000000	964	36
YPR115W	0.954119	915	41
HOG1IA45	1.000000	1000	0
YGR162W	0.998928	932	67
YDL165W	0.026052	26	2
YHR158C	0.992632	943	50
YJL076W	0.951346	919	34
YDR123C	0.955836	909	49
YKL023W	0.350966	345	17
YDL220C	1.000000	953	47
YPL089C	0.952532	903	52
YGR218W	0.951220	897	57
YGL208W	0.001000	1	0
YLR026C	0.776289	753	30
YMR061W	1.000000	949	51
YDR192C	0.954832	909	48
YJL187C	0.961012	912	51
YGR040W	0.996852	950	47
YMR290C	0.996849	949	48
YIL035C	0.955670	927	30
YJR059W	1.000000	954	46
YJL092W	0.951630	905	49
YMR049C	0.013013	13	1
YPL153C	1.000000	957	43
YFR014C	0.949738	907	45
YKL139W	0.995798	948	48
YLR096W	1.000000	959	41
YHR119W	1.000000	951	49
YDR328C	0.952731	907	48
YFR053C	0.192540	191	8
YBL045C	1.000000	941	59
YKR048C	0.957983	912	48
YMR197C	0.047094	47	2
YDL115C	0.623722	610	22
YKL195W	0.659729	634	39
YKL181W	1.000000	950	50
YOR039W	0.821206	790	38
YPL213W	1.000000	951	49
YPL146C	1.000000	960	40
YLR116W	0.939810	890	53
YLR257W	0.210953	208	14
YMR127C	0.955508	902	56
YEL037C	0.297764	293	16
YNL124W	1.000000	952	48
