#item	conf(y) (out of 1000 total sols)
YHR052W	1.000000	951	49
YER022W	1.000000	958	42
YHR027C	1.000000	953	47
YOR308C	0.057172	57	3
YOR340C	1.000000	949	51
YMR318C	0.962343	920	44
YJL115W	0.031000	31	0
HOG1ID44	0.996000	996	0
HOG1ID46	1.000000	1000	0
HOG1ID47	0.943000	943	0
YNL243W	0.950837	909	44
HOG1ID42	1.000000	1000	0
CDC14ID19	0.907000	907	0
YBR160W	1.000000	941	59
YOR061W	0.958774	907	54
YKL145W	1.000000	966	34
YDR244W	0.950052	913	39
YOR332W	0.950734	907	46
YBR010W	1.000000	957	43
YLR103C	1.000000	953	47
HOG1RA51	0.954000	954	0
YPR019W	0.956432	922	36
NPR12	0.952000	952	0
YLR113W	1.000000	1000	0
YLR229C	0.959290	919	42
NPR7	0.918000	918	0
NPR8	0.996000	996	0
YMR216C	0.952582	904	51
YGR130C	0.030060	30	2
YML006C	0.002000	2	0
YNL030W	1.000000	956	44
YGL181W	0.967126	912	57
YPL082C	1.000000	950	50
YGR094W	0.962422	922	42
YPR165W	1.000000	943	57
CDC14ID22	0.900000	900	0
CDC14ID21	1.000000	1000	0
YGL003C	0.092462	92	5
YPR135W	0.995812	951	45
YOL004W	0.953125	915	40
YBL071WA	0.967708	929	40
CDC14RD30	1.000000	1000	0
YPL235W	1.000000	951	49
YOL012C	0.955115	915	42
CDC14RD41	0.999000	999	0
YDR128W	0.952430	921	33
YER133W	1.000000	964	36
YDR477W	0.944386	900	47
YCR072C	0.996852	950	47
PDE2ID64	0.915000	915	0
CDC14RA40	1.000000	1000	0
NPI5	0.998000	998	0
YIL021W	0.959162	916	45
YOR259C	0.949328	918	33
YLL008W	1.000000	954	46
YHR143WA	1.000000	954	46
PDE2RA69	0.917000	917	0
YKL139W	0.942408	900	45
YNL255C	1.000000	943	57
YDR172W	0.048241	48	5
YHL007C	0.966316	918	50
CDC14RD35	0.951000	951	0
YNL121C	0.043129	43	3
CDC14RD36	1.000000	1000	0
CDC14RD31	1.000000	1000	0
YIR010W	1.000000	951	49
CDC14RD32	0.998000	998	0
YBR289W	0.995794	947	49
NPI3	0.950000	950	0
YER112W	1.000000	949	51
YLR096W	1.000000	949	51
YIL004C	1.000000	942	58
YBR200W	0.096386	96	4
YJL041W	0.960703	929	33
YML103C	0.106426	106	4
YIL084C	0.546667	533	25
YOL113W	0.954401	900	57
YBL003C	0.961134	915	48
SNR30	0.020020	20	1
YLL039C	1.000000	950	50
YAL034WA	0.089268	89	3
YMR047C	0.953027	913	42
YOR360C	1.000000	1000	0
YPL037C	1.000000	958	42
YKL009W	0.995825	954	42
HOG1ID48	1.000000	1000	0
YER006W	0.950053	894	59
YNL207W	1.000000	940	60
HOG1ID49	0.995000	995	0
YGR135W	0.953733	907	49
YOR267C	1.000000	951	49
YPL093W	0.957336	920	39
YOL146W	0.943574	903	43
YGL246C	1.000000	949	51
YGR232W	0.952083	914	40
YHR197W	0.948958	911	40
YLR166C	0.951933	911	43
YGR112W	0.002000	2	0
YNL298W	1.000000	949	51
YCL029C	0.426955	415	28
YOL051W	0.958904	910	51
YDR388W	0.955603	904	54
YDL042C	0.954545	903	54
HOG1RD56	0.959000	959	0
HOG1RD57	1.000000	1000	0
HOG1RD54	0.897000	897	0
YNL217W	0.941053	894	50
YNL236W	0.958904	910	51
YPR161C	0.571869	557	26
YFR028C	1.000000	1000	0
YMR223W	0.948133	914	36
YDL028C	1.000000	951	49
YCR008W	1.000000	955	45
YPL254W	0.956159	916	42
YOL117W	0.949527	903	49
YLR347C	0.958861	909	52
YKL014C	0.947644	905	45
YPL153C	0.954497	902	55
YHL004W	0.098394	98	4
YPL248C	0.955882	910	48
YAR007C	0.959119	915	46
YHR186C	1.000000	952	48
YHR084W	1.000000	954	46
YNL307C	1.000000	959	41
YPL131W	0.950630	905	48
HOG1IA45	0.951000	951	0
YMR308C	1.000000	947	53
YBR080C	0.126888	126	7
YBR041W	1.000000	943	57
YLL019C	0.005000	5	0
PDE2RA67	0.993000	993	0
YGR052W	0.950000	912	40
YPL169C	0.964323	919	47
YJR090C	1.000000	943	57
YOR117W	1.000000	959	41
YPL242C	0.941300	898	46
YJL092W	1.000000	954	46
YMR276W	0.954071	914	42
YGR179C	0.945720	906	42
YPL078C	0.957292	919	40
YKL166C	1.000000	952	48
YFR014C	1.000000	964	36
YDR381W	1.000000	951	49
YBL103C	0.955255	918	39
YIL143C	0.953222	917	38
YHL021C	0.049000	49	0
YPR086W	0.949896	910	42
YDR167W	0.095382	95	4
YDR328C	1.000000	952	48
CYC154	0.908709	866	47
YLR438CA	1.000000	948	52
YKR048C	0.052156	52	3
YHR030C	0.047047	47	1
YKL195W	0.043043	43	1
YGR103W	0.087437	87	5
YOR027W	0.954214	917	39
YKL171W	0.962225	917	47
YGR245C	0.953927	911	45
YJR066W	0.415730	407	21
YDL025C	0.051153	51	3
YBR009C	0.996849	949	48
YDL148C	0.059178	59	3
