YFR036W                     1.00        hidden
YHR158C                     1.00        hidden
YJL057C                     1.00        hidden
YKL196C                     1.00        hidden
YNL107W                     1.00        hidden
YPL266W                     1.00        hidden

YDR448W                     2.00        hidden
YFR053C                     2.00        hidden
YGL180W                     2.00        hidden
YGR092W                     2.00        hidden
YHR154W                     2.00        hidden
YKL101W                     2.00        hidden
YLR166C                     2.00        hidden
YMR131C                     2.00        hidden
YNL131W                     2.00        hidden
YPR119W                     2.00        hidden

YAR019C                     3.00        hidden
YDR523C                     3.00        hidden
YFL024C                     3.00        hidden
YJL106W                     3.00        hidden
YKL180W                     3.00        hidden
YKL185W                     3.00        hidden
YLL024C                     3.00        hidden
YOL005C                     3.00        hidden
YPL153C                     3.00        hidden

YBR118W                     4.00        hidden
YDR510W                     4.00        hidden
YIL095W                     4.00        hidden
YJL050W                     4.00        hidden
YNL107W                     4.00        hidden
YNL131W                     4.00        hidden
YOR224C                     4.00        hidden

YER165W                     5.00        hidden
YFR031C                     5.00        hidden
YFR053C                     5.00        hidden
YGL180W                     5.00        hidden
YHR094C                     5.00        hidden
YKL172W                     5.00        hidden
YKL196C                     5.00        hidden
YMR131C                     5.00        hidden

YBR118W                     6.00        hidden
YBR200W                     6.00        hidden
YGR052W                     6.00        hidden
YHR197W                     6.00        hidden
YJL050W                     6.00        hidden
YKL018W                     6.00        hidden
YPL082C                     6.00        hidden

YDR333C                     7.00        hidden
YER165W                     7.00        hidden
YKL028W                     7.00        hidden
YPR025C                     7.00        hidden

YDL140C                     8.00        hidden
YKR022C                     8.00        hidden
YLL036C                     8.00        hidden
YOL018C                     8.00        hidden
YPL153C                     8.00        hidden

YFR031C                     9.00        hidden
YGL187C                     9.00        hidden
YJL164C                     9.00        hidden
YKL196C                     9.00        hidden
YLR009W                     9.00        hidden
YNL055C                     9.00        hidden

YBL085W                    10.00        hidden
YBR009C                    10.00        hidden
YLR115W                    10.00        hidden
YOL016C                    10.00        hidden
YPL093W                    10.00        hidden
YPL153C                    10.00        hidden

YDL040C                    11.00        hidden
YLL036C                    11.00        hidden
YNL307C                    11.00        hidden
YPL266W                    11.00        hidden

YGL180W                    12.00        hidden
YGR092W                    12.00        hidden
YJL057C                    12.00        hidden
YKL018W                    12.00        hidden
YKL185W                    12.00        hidden
YKL213C                    12.00        hidden
YMR129W                    12.00        hidden
YPL037C                    12.00        hidden
YPL082C                    12.00        hidden

YEL048C                    13.00        hidden
YFR036W                    13.00        hidden
YGR270W                    13.00        hidden
YJL080C                    13.00        hidden
YJL187C                    13.00        hidden
YKL180W                    13.00        hidden
YKR081C                    13.00        hidden
YLL004W                    13.00        hidden
YML057W                    13.00        hidden
YPL001W                    13.00        hidden

YER165W                    14.00        hidden
YGL120C                    14.00        hidden
YHR165C                    14.00        hidden
YJL164C                    14.00        hidden
YKL018W                    14.00        hidden
YLL039C                    14.00        hidden
YNL131W                    14.00        hidden
YOL005C                    14.00        hidden
YPL082C                    14.00        hidden

YAL005C                    15.00        hidden
YDL040C                    15.00        hidden
YDR381W                    15.00        hidden
YHR158C                    15.00        hidden
YHR197W                    15.00        hidden
YKL101W                    15.00        hidden
YKL145W                    15.00        hidden
YLR166C                    15.00        hidden

YBL003C                    16.00        hidden
YDL140C                    16.00        hidden
YDR448W                    16.00        hidden
YJL057C                    16.00        hidden
YLR025W                    16.00        hidden
YPL213W                    16.00        hidden

YBR135W                    17.00        hidden
YBR260C                    17.00        hidden
YDR510W                    17.00        hidden
YHR107C                    17.00        hidden
YMR186W                    17.00        hidden

YDR381W                    18.00        hidden
YJL050W                    18.00        hidden
YKL018W                    18.00        hidden
YOL006C                    18.00        hidden
YOL016C                    18.00        hidden
YPL153C                    18.00        hidden

YAR014C                    19.00        hidden
YGL180W                    19.00        hidden
YGR092W                    19.00        hidden
YMR129W                    19.00        hidden

YFR053C                    20.00        hidden
YGL179C                    20.00        hidden
YKL180W                    20.00        hidden
YPL153C                    20.00        hidden
YPL204W                    20.00        hidden
YPR119W                    20.00        hidden

YAR014C                    21.00        hidden
YLR166C                    21.00        hidden

YDR448W                    22.00        hidden
YML016C                    22.00        hidden
YOR083W                    22.00        hidden

YBR082C                    23.00        hidden
YBR135W                    23.00        hidden
YDR466W                    23.00        hidden
YHR089C                    23.00        hidden
YPR025C                    23.00        hidden
YPR070W                    23.00        hidden

YDR091C                    24.00        hidden
YNL161W                    24.00        hidden
YPR119W                    24.00        hidden

YBL003C                    25.00        hidden
YJL050W                    25.00        hidden
YKL101W                    25.00        hidden
YKL196C                    25.00        hidden
YML016C                    25.00        hidden
YNL131W                    25.00        hidden
YPL001W                    25.00        hidden

YCR072C                    26.00        hidden
YDR392W                    26.00        hidden
YIL019W                    26.00        hidden
YOR204W                    26.00        hidden
YPL037C                    26.00        hidden

YDL155W                    27.00        hidden
YDR333C                    27.00        hidden
YJL106W                    27.00        hidden
YMR129W                    27.00        hidden
YNL307C                    27.00        hidden
YPL082C                    27.00        hidden

YDR458C                    28.00        hidden
YGL187C                    28.00        hidden
YLL004W                    28.00        hidden
YOR204W                    28.00        hidden
YPL001W                    28.00        hidden

YLR166C                    29.00        hidden
YNL107W                    29.00        hidden
YNL131W                    29.00        hidden
YNR035C                    29.00        hidden

YAL017W                    30.00        hidden
YDL042C                    30.00        hidden
