YDR293C                     1.00        hidden
YER129W                     1.00        hidden
YFL023W                     1.00        hidden
YGR240C                     1.00        hidden
YJL005W                     1.00        hidden
YLR116W                     1.00        hidden
YPL203W                     1.00        hidden

YAR014C                     2.00        hidden
YBL085W                     2.00        hidden
YBR102C                     2.00        hidden
YBR160W                     2.00        hidden
YDL140C                     2.00        hidden
YDR432W                     2.00        hidden
YDR510W                     2.00        hidden
YER118C                     2.00        hidden
YHR030C                     2.00        hidden
YHR186C                     2.00        hidden
YLR055C                     2.00        hidden
YLR190W                     2.00        hidden
YOL148C                     2.00        hidden
YPR115W                     2.00        hidden
YPR119W                     2.00        hidden

YAR015W                     3.00        hidden
YDL149W                     3.00        hidden
YDR439W                     3.00        hidden
YFR014C                     3.00        hidden
YHR205W                     3.00        hidden
YKL166C                     3.00        hidden
YKR048C                     3.00        hidden
YPL020C                     3.00        hidden
YPL153C                     3.00        hidden

YBL016W                     4.00        hidden
YER118C                     4.00        hidden
YER129W                     4.00        hidden
YER133W                     4.00        hidden
YFL038C                     4.00        hidden
YGL180W                     4.00        hidden
YIL095W                     4.00        hidden
YIL159W                     4.00        hidden
YJR076C                     4.00        hidden
YPL203W                     4.00        hidden
YPL209C                     4.00        hidden

YDL029W                     5.00        hidden
YDL159W                     5.00        hidden
YDR162C                     5.00        hidden
YDR507C                     5.00        hidden
YJL020C                     5.00        hidden
YMR196W                     5.00        hidden
YNL307C                     5.00        hidden

YBR109C                     6.00        hidden
YFL039C                     6.00        hidden
YIL035C                     6.00        hidden
YOR153W                     6.00        hidden
YPL031C                     6.00        hidden

YBR154C                     7.00        hidden
YCR002C                     7.00        hidden
YGL197W                     7.00        hidden
YHL007C                     7.00        hidden
YJL005W                     7.00        hidden
YKL008C                     7.00        hidden
YKL168C                     7.00        hidden
YLR257W                     7.00        hidden

YAL041W                     8.00        hidden
YAR015W                     8.00        hidden
YGR097W                     8.00        hidden
YIL106W                     8.00        hidden
YJL164C                     8.00        hidden
YJL187C                     8.00        hidden
YMR196W                     8.00        hidden

YDR099W                     9.00        hidden
YER114C                     9.00        hidden
YGL197W                     9.00        hidden
YLR314C                     9.00        hidden
YMR036C                     9.00        hidden
YNL243W                     9.00        hidden
YPL020C                     9.00        hidden
YPL256C                     9.00        hidden
YPR115W                     9.00        hidden

YBL085W                    10.00        hidden
YDL140C                    10.00        hidden
YDL149W                    10.00        hidden
YHL007C                    10.00        hidden
YHR031C                    10.00        hidden
YIL095W                    10.00        hidden
YJL187C                    10.00        hidden
YJR059W                    10.00        hidden
YLL013C                    10.00        hidden
YLR096W                    10.00        hidden
YLR103C                    10.00        hidden
YMR068W                    10.00        hidden
YPR119W                    10.00        hidden

YDR510W                    11.00        hidden
YER125W                    11.00        hidden
YFL039C                    11.00        hidden
YGL210W                    11.00        hidden
YGR240C                    11.00        hidden
YHR186C                    11.00        hidden
YJR053W                    11.00        hidden
YKL161C                    11.00        hidden
YLR248W                    11.00        hidden
YNL161W                    11.00        hidden
YPL256C                    11.00        hidden

YAR015W                    12.00        hidden
YDL140C                    12.00        hidden
YDL149W                    12.00        hidden
YDR432W                    12.00        hidden
YDR477W                    12.00        hidden
YFR014C                    12.00        hidden
YLL013C                    12.00        hidden
YMR291W                    12.00        hidden
YNL307C                    12.00        hidden

YBR154C                    13.00        hidden
YDR135C                    13.00        hidden
YGR052W                    13.00        hidden
YIL095W                    13.00        hidden
YIL159W                    13.00        hidden
YKL161C                    13.00        hidden
YMR260C                    13.00        hidden

YBR102C                    14.00        hidden
YGL008C                    14.00        hidden
YJL095W                    14.00        hidden
YKL101W                    14.00        hidden
YOR061W                    14.00        hidden
YOR141C                    14.00        hidden
YPR119W                    14.00        hidden

YBR108W                    15.00        hidden
YFL038C                    15.00        hidden
YFR021W                    15.00        hidden
YJR053W                    15.00        hidden

YCR073C                    16.00        hidden
YDL140C                    16.00        hidden
YFL023W                    16.00        hidden
YKL161C                    16.00        hidden
YKL168C                    16.00        hidden
YLR103C                    16.00        hidden
YLR314C                    16.00        hidden

YDR162C                    17.00        hidden
YJL128C                    17.00        hidden

YAR019C                    18.00        hidden
YCR002C                    18.00        hidden
YER114C                    18.00        hidden
YER125W                    18.00        hidden
YGR052W                    18.00        hidden
YIL126W                    18.00        hidden
YPR185W                    18.00        hidden

YAL024C                    19.00        hidden
YDL140C                    19.00        hidden
YJL187C                    19.00        hidden
YLR314C                    19.00        hidden
YMR260C                    19.00        hidden

YDL017W                    20.00        hidden
YDR225W                    20.00        hidden
YDR432W                    20.00        hidden
YER129W                    20.00        hidden
YFL039C                    20.00        hidden
YGR240C                    20.00        hidden
YJR059W                    20.00        hidden
YLR055C                    20.00        hidden
YOR224C                    20.00        hidden

YDR017C                    21.00        hidden
YDR162C                    21.00        hidden
YGR162W                    21.00        hidden
YHL007C                    21.00        hidden
YKL168C                    21.00        hidden
YNR031C                    21.00        hidden
YPL256C                    21.00        hidden

YBL007C                    22.00        hidden
YER111C                    22.00        hidden
YGL210W                    22.00        hidden
YLL013C                    22.00        hidden
YOR224C                    22.00        hidden
YPL153C                    22.00        hidden

YIL126W                    23.00        hidden
YJL128C                    23.00        hidden
YJL187C                    23.00        hidden
YJR076C                    23.00        hidden
YMR139W                    23.00        hidden
YPL020C                    23.00        hidden

YBR102C                    24.00        hidden
YDL025C                    24.00        hidden
YDR162C                    24.00        hidden
YDR293C                    24.00        hidden
YER151C                    24.00        hidden
YER167W                    24.00        hidden
YHR158C                    24.00        hidden
YLL013C                    24.00        hidden
YMR291W                    24.00        hidden

YBL103C                    25.00        hidden
YER114C                    25.00        hidden
YJL095W                    25.00        hidden
YNL307C                    25.00        hidden
YOL139C                    25.00        hidden
YPL209C                    25.00        hidden

YBL085W                    26.00        hidden
YBR102C                    26.00        hidden
YGR052W                    26.00        hidden
YJL080C                    26.00        hidden
YJL128C                    26.00        hidden
YLR103C                    26.00        hidden
YMR032W                    26.00        hidden
YMR196W                    26.00        hidden
YPR115W                    26.00        hidden

YBR160W                    27.00        hidden
YDL203C                    27.00        hidden
YDR135C                    27.00        hidden
YDR477W                    27.00        hidden
YFL023W                    27.00        hidden
YFR014C                    27.00        hidden
YJL164C                    27.00        hidden
YMR291W                    27.00        hidden

YBR154C                    28.00        hidden
YCR002C                    28.00        hidden
YDR293C                    28.00        hidden
YDR507C                    28.00        hidden
YFL038C                    28.00        hidden
YJL005W                    28.00        hidden
YLR248W                    28.00        hidden

YCR073C                    29.00        hidden
YDR099W                    29.00        hidden
YER155C                    29.00        hidden
YIL095W                    29.00        hidden
YJR059W                    29.00        hidden
YKL161C                    29.00        hidden

YBL016W                    30.00        hidden
YDR135C                    30.00        hidden
YDR162C                    30.00        hidden
YER125W                    30.00        hidden
YNL161W                    30.00        hidden
YNR031C                    30.00        hidden
YPR171W                    30.00        hidden

YAL041W                    31.00        hidden
YBR154C                    31.00        hidden
YER133W                    31.00        hidden
YFR014C                    31.00        hidden
YHR082C                    31.00        hidden
YHR186C                    31.00        hidden
YJR053W                    31.00        hidden
YKL074C                    31.00        hidden
