YDR388W	YPR088C
YAR014C	YJL187C
Repressed_.....tP....._cdc14_Repressed_Defective	YBR160W
YOL139C	YOR204W
YAL035W	YOR361C
YMR260C	YPR041W
YHL007C	YKL129C
Induced_..K..s......_cdc14_Induced_Amplified	YFR014C
YDR160W	YHR135C
YMR124W	YPR119W
YFR028C	YGR052W
YER025W	YOR361C
YLR386W	YNL325C
Repressed_..RR.s......_cdc14_Repressed_Defective	YDL203C
YDR388W	YNL154C
YGR152C	YOR127W
YDR229W	YPR119W
Repressed_R.....s......_cdc14_Repressed_Defective	YHL009C
YLR096W	YNL054W
YPL049C	YPL256C
YGL210W	YMR291W
Induced_..R..s......_cdc14_Induced_Defective	YIL095W
YGR108W	YHR135C
Repressed_..RR.s......_cdc14_Repressed_Defective	YBL064C
YBR160W	YOR208W
YIR003W	YJL020C
YDL101C	YFR028C
YLR096W	YMR196W
YLR096W	YMR124W
Repressed_.....sP....._hog1_Repressed_Defective	YFR028C
Induced_..R..s......_cdc14_Induced_Defective	YGR162W
YFR021W	YLL039C
YFL023W	YMR260C
YFR014C	YGL210W
YHL007C	YPL201C
YDR264C	YHR135C
YFR021W	YNL242W
Repressed_..RS.s......_cdc14_Repressed_Defective	YLR096W
Repressed_..RR.s......_cdc14_Repressed_Defective	YGL210W
YDR229W	YDR388W
YHL007C	YLR229C
Repressed_R.R..s......_cdc14_Repressed_Defective	YER133W
YGR162W	YHR087W
YDR160W	YFR029W
YER008C	YJL085W
Repressed_R.....s......_cdc14_Repressed_Defective	YML029W
YDL115C	YMR291W
YNL154C	YOR208W
YDR480W	YNL154C
Repressed_..RR.s......_cdc14_Repressed_Defective	YKL161C
YJL187C	YLR096W
YFR021W	YFR029W
YHR061C	YLR229C
YHR135C	YOR119C
YDR264C	YNL154C
Repressed_..R..s......_cdc14_Repressed_Defective	YPR119W
YFL023W	YHR135C
Induced_.....s..S..._cdc14_Induced_Amplified	YNL154C
YLR210W	YPL269W
YFR014C	YNR064C
YCL043C	YMR291W
YMR260C	YOR119C
Repressed_..R..s......_cdc14_Repressed_Defective	YKL101W
YJR090C	YPL256C
YKR059W	YPR042C
YNL154C	YOR153W
YHR087W	YOL139C
Induced_..R..s......_cdc14_Induced_Defective	YDR432W
YGL137W	YOR119C
YDR206W	YHL007C
YGL137W	YMR291W
YAL035W	YER025W
YBR133C	YHL007C
YJL187C	YPR119W
YFR028C	YMR055C
YER133W	YLR096W
YLR386W	YPL256C
Induced_.....s..S..._cdc14_Induced_Defective	YJL187C
YKL101W	YOL139C
YAL035W	YMR260C
YFR021W	YJL187C
Repressed_..RK.s......_cdc14_Repressed_Defective	YHL007C
YOR204W	YPR119W
YBR160W	YDL056W
YGR162W	YPR041W
YBL064C	YBR122C
YAL023C	YCL043C
YDL115C	YJL187C
YDL149W	YFR021W
YBR160W	YLR096W
YDR071C	YLR096W
Induced_..K..s......_cdc14_Induced_Defective	YJL020C
Repressed_.....sP....._hog1_Repressed_Defective	YER033C
YBR160W	YCL063W
YFR019W	YFR021W
Repressed_.....tP....._cdc14_Repressed_Defective	YPL256C
YBR160W	YDL220C
Repressed_..RR.s......_cdc14_Repressed_Defective	YHR030C
YFR014C	YJL124C
YGR162W	YKR059W
Repressed_R.....s......_cdc14_Repressed_Defective	YOR153W
