Induced_..S..s......_hog1_Induced_Defective	YJR065C
YDR135C	YFR019W
YGR162W	YJR059W
YJL128C	YPL153C
YIR006C	YJR065C
YDR432W	YGR162W
YCR002C	YPL153C
Induced_..K..s......_hog1_Induced_Defective	YOR109W
Induced_..S..s......_hog1_Induced_Defective	YNL078W
YER118C	YJL128C
Induced_.....tP....._hog1_Induced_Defective	YGR162W
Induced_..R..s......_hog1_Induced_Defective	YLR248W
Repressed_..R..s......_hog1_Repressed_Defective	YBR200W
YDL060W	YGR162W
YEL022W	YKR030W
YCR002C	YDR085C
YDR309C	YJL164C
Induced_.....sP....._hog1_Induced_Defective	YDL117W
Induced_.....tP....._hog1_Induced_Defective	YDR170C
YDL140C	YJL164C
YDR085C	YHR107C
YJL020C	YMR109W
YDR490C	YJL164C
YLR113W	YLR248W
Repressed_.....sP....._hog1_Repressed_Defective	YPR181C
YER151C	YKL054C
Induced_..K..s......_hog1_Induced_Defective	YLR345W
Induced_.....sP....._hog1_Induced_Defective	YER151C
YBR279W	YNL251C
YDR085C	YPL242C
YAL041W	YPR129W
YMR125W	YPL178W
YDL140C	YDR432W
Induced_.....s..S..._hog1_Induced_Defective	YEL022W
Induced_..K..s......_hog1_Induced_Defective	YDL117W
YDL060W	YML010W
Induced_..K..s......_hog1_Induced_Defective	YMR219W
Repressed_.....sP....._hog1_Repressed_Defective	YJL128C
YBL007C	YLR248W
Induced_..S..s......_hog1_Induced_Defective	YDR135C
YJL164C	YOR151C
YEL022W	YJR031C
YJL164C	YLR216C
YGR063C	YLR113W
YDR096W	YNL078W
Repressed_..RS.s......_hog1_Repressed_Defective	YBR200W
Induced_..K..s......_hog1_Induced_Defective	YJR059W
Induced_.....sP....._hog1_Induced_Defective	YFR021W
YDL117W	YJR059W
Induced_..K..s......_hog1_Induced_Defective	YOL070C
YER151C	YPR181C
Induced_..S..s......_hog1_Induced_Defective	YCR002C
Repressed_.....sP....._hog1_Repressed_Defective	YER033C
Induced_..K..s......_hog1_Induced_Defective	YKL054C
YFR019W	YFR021W
Repressed_R.R..s......_hog1_Repressed_Amplified	YGR162W
YCR002C	YLR229C
YER036C	YJR059W
Repressed_.....sP....._hog1_Repressed_Defective	YJL164C
Repressed_.....sP....._hog1_Repressed_Defective	YNL161W
YJL164C	YML010W
YDR170C	YPR181C
Induced_..S..s......_hog1_Induced_Defective	YFL039C
YAL041W	YDR309C
Repressed_.....sP....._hog1_Repressed_Defective	YJL020C
YNL251C	YPL178W
YGR162W	YPL178W
YOR115C	YPR181C
Repressed_..R..s......_hog1_Repressed_Defective	YAL041W
Induced_.....sP....._hog1_Induced_Defective	YOR151C
YGR162W	YNL161W
YJR065C	YMR109W
Induced_..R..s......_hog1_Induced_Amplified	YDR432W
YBR200W	YFL039C
Induced_..K..s......_hog1_Induced_Defective	YJL020C
YJL164C	YLR345W
YDR096W	YMR219W
YNL078W	YOL070C
Induced_.....sP....._hog1_Induced_Defective	YLR248W
Repressed_..RR.s......_hog1_Repressed_Defective	YJL164C
YEL022W	YOR115C
YLR178C	YNL251C
Repressed_R.R..s......_hog1_Repressed_Amplified	YER036C
YJL128C	YLR248W
Induced_.....s..S..._hog1_Induced_Defective	YLR248W
Induced_.....tP....._hog1_Induced_Defective	YDR475C
YML010W	YNL251C
Induced_..K..s......_hog1_Induced_Defective	YER118C
Repressed_..RS.s......_hog1_Repressed_Defective	YAL041W
YLR178C	YLR216C
YDR096W	YDR475C
YLR248W	YPL153C
Repressed_.....sP....._hog1_Repressed_Defective	YPL153C
YDR096W	YER033C
Induced_.....tP....._hog1_Induced_Defective	YJR059W
YDR309C	YHR107C
YDR490C	YJR059W
Induced_..K..s......_hog1_Induced_Defective	YJL128C
Induced_..R..s......_hog1_Induced_Defective	YPR181C
Induced_..K..s......_hog1_Induced_Defective	YHR031C
YDL140C	YLR113W
YER151C	YML010W
Induced_.....sP....._hog1_Induced_Defective	YJR059W
YIR006C	YLR113W
YBR279W	YLR113W
YNL251C	YOR151C
Induced_..K..s......_hog1_Induced_Defective	YLR248W
Repressed_..RS.s......_hog1_Repressed_Defective	YLR229C
YHR031C	YLR248W
YER118C	YLR113W
YAL041W	YER118C
Induced_..S..s......_hog1_Induced_Defective	YHR107C
Induced_..S..s......_hog1_Induced_Defective	YPL153C
YDL117W	YJL164C
YDL117W	YER118C
Induced_.....tP....._hog1_Induced_Defective	YDL060W
Induced_.....tP....._hog1_Induced_Defective	YPL242C
Induced_.....sP....._hog1_Induced_Defective	YJL128C
YGR063C	YML010W
Induced_..R..s......_hog1_Induced_Amplified	YNL251C
YEL022W	YNL267W
YFR019W	YOR109W
YER151C	YLR113W
YJR031C	YKR030W
Induced_..S..s......_hog1_Induced_Defective	YBL007C
YHR031C	YKL054C
Repressed_..R..s......_hog1_Repressed_Defective	YLR229C
YJL128C	YJR059W
YDL060W	YKL054C
YDR170C	YNL267W
Repressed_.....sP....._hog1_Repressed_Defective	YJR059W
Repressed_R.R..s......_hog1_Repressed_Amplified	YJR059W
YBR200W	YJL128C
YGR162W	YPR129W
